instance,solver,time,val
100_60_2_00,LB,-,6553.48
100_60_2_00,BinP,0.99,6565.6
100_60_2_00,3Idx,0.94,6565.6
100_60_2_00,2Cap,0.09,6577.72
100_60_2_01,LB,-,6568.04
100_60_2_01,BinP,1.02,12002.68
100_60_2_01,3Idx,0.68,6578.98
100_60_2_01,2Cap,0.04,6609.28
100_60_2_02,LB,-,6559.54
100_60_2_02,BinP,1.07,6985.0
100_60_2_02,3Idx,0.64,6561.98
100_60_2_02,2Cap,0.06,6592.28
100_60_2_03,LB,-,6547.42
100_60_2_03,3Idx,0.71,6549.86
100_60_2_03,2Cap,0.03,6555.92
100_60_2_04,LB,-,6546.24
100_60_2_04,BinP,1.07,7096.52
100_60_2_04,3Idx,0.81,6557.18
100_60_2_04,2Cap,0.03,6589.92
100_60_2_05,LB,-,6586.22
100_60_2_05,BinP,1.05,7109.82
100_60_2_05,3Idx,0.65,6588.66
100_60_2_05,2Cap,0.04,6631.08
100_60_2_06,LB,-,6547.42
100_60_2_06,BinP,1.22,11707.0
100_60_2_06,3Idx,0.72,6569.3
100_60_2_06,2Cap,0.02,6582.6
100_60_2_07,LB,-,6547.42
100_60_2_07,BinP,1.11,12120.34
100_60_2_07,3Idx,0.67,6547.42
100_60_2_07,2Cap,0.04,6575.28
100_60_2_08,LB,-,6555.92
100_60_2_08,BinP,1.03,6908.66
100_60_2_08,3Idx,0.74,6565.68
100_60_2_08,2Cap,0.02,6575.36
100_60_2_09,LB,-,6551.04
100_60_2_09,BinP,1.02,12409.96
100_60_2_09,3Idx,0.65,6551.04
100_60_2_09,2Cap,0.03,6563.16
100_60_2_10,LB,-,6549.86
100_60_2_10,BinP,1.03,7128.0
100_60_2_10,3Idx,0.66,6549.86
100_60_2_10,2Cap,0.04,6555.92
100_60_2_11,LB,-,6544.98
100_60_2_11,BinP,0.91,6549.86
100_60_2_11,3Idx,0.65,6549.86
100_60_2_11,2Cap,0.02,6561.98
100_60_2_12,LB,-,6558.36
100_60_2_12,BinP,1.02,6948.64
100_60_2_12,3Idx,0.74,6563.24
100_60_2_12,2Cap,0.02,6578.98
100_60_2_13,LB,-,6566.86
100_60_2_13,BinP,1.02,7031.04
100_60_2_13,3Idx,0.71,6570.48
100_60_2_13,2Cap,0.03,6572.92
100_60_2_14,LB,-,6565.6
100_60_2_14,3Idx,0.67,6580.16
100_60_2_14,2Cap,0.03,6612.9
100_60_2_15,LB,-,6557.18
100_60_2_15,BinP,1.14,11980.88
100_60_2_15,3Idx,0.74,6562.06
100_60_2_15,2Cap,0.03,6593.54
100_60_2_16,LB,-,6547.42
100_60_2_16,BinP,1.02,7057.72
100_60_2_16,3Idx,0.74,6552.3
100_60_2_16,2Cap,0.03,6558.36
100_60_2_17,LB,-,6553.48
100_60_2_17,BinP,1.01,10925.26
100_60_2_17,3Idx,0.75,6576.54
100_60_2_17,2Cap,0.03,6612.9
100_60_2_18,LB,-,6555.92
100_60_2_18,BinP,1.01,11836.7
100_60_2_18,3Idx,0.89,6560.8
100_60_2_18,2Cap,0.03,6570.48
100_60_2_19,LB,-,6566.86
100_60_2_19,BinP,1.07,7163.18
100_60_2_19,3Idx,0.68,6572.92
100_60_2_19,2Cap,0.03,6578.98
